soil_pH,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,disease
5.872700594236813,55.10897283884189,52.30971458533779,69.95383412206748,35.54994088464896,27.38966714207173,191.44337051165218,Healthy
8.75357153204958,66.280992312503,46.607693472396456,104.5445481517632,16.457919845954905,24.860298367041604,137.78773606025794,Healthy
7.659969709057026,119.63663504830524,24.66154775040041,78.77334929188663,22.132389302946017,68.33535605949312,289.3495574591822,Healthy
6.993292420985183,47.6006140483849,85.01733381420831,11.662361635651495,33.21482229002364,97.28930579942039,65.69353529527146,Fungal_Disease
4.780093202212183,121.75095587370399,66.72738247120805,25.981233149697754,26.873127058356797,60.21770471637792,176.3569247996822,Healthy
4.779972601681013,12.33882033673681,121.19813892536051,30.70594576432868,35.849986352221286,24.121218075144412,210.0630044970668,Nutrient_Deficiency
4.290418060840997,108.7517812092083,4.495341267488156,36.10099551027828,43.64227654280009,37.697492486196495,247.66934680361447,Healthy
8.330880728874677,118.6566686276631,90.1415098577177,79.1564748730706,14.079134070031913,39.583432513261656,122.09130912840213,Healthy
7.005575058716044,25.454471397227426,106.81284299161855,70.55520917555509,34.83487007393213,47.028570330956,206.07657229724447,Healthy
7.540362888980227,60.24851453210806,106.32811968636298,28.44240537098925,18.062045447124007,23.48827068689701,90.96044141528483,Healthy
4.102922471479012,23.169968452911785,124.05035539337351,9.457678083796191,24.506685459264922,92.3914160398333,130.6428277085461,Nutrient_Deficiency
8.849549260809972,98.92457805919048,102.06472399612917,24.00050862646053,11.150195402829894,61.245115577719616,268.68813936101975,Healthy
8.162213204002109,74.94868752863195,129.89340863067747,137.81338376660446,14.756758380244463,73.67446343632872,284.9722827992863,Bacterial_Disease
5.061695553391381,88.94526853916494,46.57192397492481,65.59657297080612,21.192205116711488,25.37382695160072,215.64520407817943,Healthy
4.909124836035503,27.508175373869562,70.44931834521603,121.42837065829575,21.969503185079475,24.329237424291954,112.30556723285551,Nutrient_Deficiency
4.917022549267169,29.644420687338734,1.9711528596046946,118.82534533363807,41.485482576173354,66.91742176324378,246.0173369923992,Nutrient_Deficiency
5.521211214797688,5.809625571386892,0.9740622224607698,71.61273804480231,35.963451824328025,90.98368084033665,7.760124517626055,Fungal_Disease
6.623782158161189,45.08945492740216,33.61772686321279,98.93627918447609,44.02640388654644,62.27856007676376,30.823773161826317,Heat_Stress
6.159725093210579,78.3642525867145,14.113007599471937,26.98528145777972,30.96750286173342,90.22553380560572,198.41212091260834,Fungal_Disease
5.456145700990209,120.11088795962603,36.429591511005505,96.37553868976717,18.459980623196127,84.87930184441915,87.37457258101723,Healthy
7.059264473611897,93.3698426442153,24.786061233975637,38.133841096860536,21.4679260472575,26.068302863593658,285.4158655201433,Healthy
4.697469303260209,60.9554852759652,3.9928034774107535,116.48869354558111,21.19425731521885,36.15659795085519,130.8181836276914,Healthy
5.4607232426760905,133.4368160151793,127.30258049684691,11.721378635247389,21.427301468213805,72.6168535324274,128.8094461167531,Healthy
5.831809216468459,100.69432808061646,1.1512383944448135,108.23941420393885,33.553746058913546,55.48011060400333,203.4238530572794,Healthy
6.28034992108518,130.223128400757,103.05150020719196,13.991166919606734,28.578277483164566,43.255985091753644,230.27056869185688,Healthy
7.925879806965068,73.86231625810319,21.300704168732313,123.36649316520325,23.48984623303255,53.490708483838326,142.66762143754096,Healthy
4.998368910791799,36.24659847103955,127.712147079944,42.58863253890052,15.218141905505082,55.61597170165075,64.20027051351724,Healthy
6.571172192068058,7.395736091061078,124.99143154258401,91.61507107628047,10.774870702975107,92.84418006572773,231.99259281768647,Bacterial_Disease
6.962072844310212,101.65187920773907,91.54616049169603,68.25031900683918,17.65921371556924,28.276662696396244,96.10538246208827,Healthy
4.232252063599988,16.98241972077478,94.11278097208472,51.282440336727454,13.761499138903844,42.3784597446092,52.53323078815728,Nutrient_Deficiency
7.037724259507192,42.388517958075404,0.7474798757563961,90.3618566456895,37.49057607982838,63.00518532661712,189.49205697750398,Healthy
4.8526206184364575,74.54592710374564,137.88201925590428,132.65321727717333,13.937428523485988,75.86295413044733,27.13610009710512,Healthy
4.325257964926397,79.01832228916467,122.89656450061402,5.7777646324470595,35.347988305739264,70.4509831167395,291.40580252581645,Bacterial_Disease
8.744427686266667,84.08164757819904,125.31487160221289,128.6393998236346,23.498054142162893,95.33141901899155,189.71917932364107,Healthy
8.828160165372797,23.27574624895809,92.29423518712207,85.2714317029419,12.56824364103216,83.64871398555786,295.76865627652677,Bacterial_Disease
8.041986740582306,53.163236675030824,48.270170011635116,113.02400210766733,38.4455517301055,64.56614735795442,101.66802704359081,Healthy
5.523068845866853,86.40719179637534,125.11081087266732,53.74249348079886,30.287069958281467,37.1746153338806,291.3615483571194,Healthy
4.48836057003192,135.77464104872988,40.81236994116693,66.05801647726592,18.251652950225058,56.069938512179185,43.66867431858707,Healthy
7.421165132560785,101.86835927795642,78.7796160679084,121.63910525216296,41.313841101643376,75.47057953555819,12.208431704108536,Heat_Stress
6.200762468698007,129.1645259931541,13.962336128143535,58.07871577337523,11.5840409854693,87.03697398688679,9.895218136380768,Healthy
4.610191174223894,106.70968816398478,129.07378821858504,74.8523393448719,17.0636862869217,96.77889795379099,139.46111117976812,Healthy
6.475884550556351,82.84037564493606,19.707864087969867,2.8272892318066067,36.32164247320514,68.4362212910334,24.901259243578433,Mineral_Deficiency
4.171942605576092,26.883271679088235,31.48555280225702,22.20372081732592,34.82822756084612,62.1535493843546,153.65036525028052,Nutrient_Deficiency
8.54660201039391,93.33599126495183,78.1387821379501,89.83611111647197,20.12450928035673,21.415353849691865,98.25015105267015,Healthy
5.293899908000085,87.27313923438699,106.97302002981742,100.37676614894279,12.17087063734741,25.767925532014395,100.68869774223468,Healthy
7.31261142176991,84.3456838640173,86.70918283108185,81.56413114982992,40.03273252787303,32.48839981099202,190.68269896355093,Healthy
5.558555380447054,68.57002151835371,32.49874779202186,20.063405078585493,20.97941733244659,24.380794495170246,48.929401845486055,Healthy
6.600340105889054,74.01192455849859,0.1320259538486468,62.35676000089688,16.849969522489282,52.069059104394114,229.96601110191932,Healthy
6.733551396716399,46.82195379653457,106.00108124304148,49.713267290846574,28.062163782634197,46.950283611109775,174.60927593359042,Healthy
4.924272277627635,72.70377696992244,137.92902562755313,69.39258816491237,41.85795197488566,70.98833262947143,274.4833886542533,Bacterial_Disease
8.847923138822793,27.657826794986956,113.38783684285266,121.8460648375732,11.524130224518137,62.853208634672214,109.45219613025702,Healthy
7.875664116805573,112.72441563045275,64.42892654192615,108.62060141221126,36.80314308108107,67.67766075102878,294.8144976201377,Healthy
